SerialNumber,TransactionID,UserID,TransactionAmount,TransactionType,TransactionTime,TransactionDate,Location,DeviceType,MerchantCategory,CardType,IsForeignTransaction,IsHighRiskCountry,UserTransactionFrequency,AmountBefore,AmountAfter,IsFraud
2306,TXN70634DBC11,USR492140,"€3,90,501.60",Credit,04:30:56,2024-02-15,Dubai,Tablet,Luxury,Credit,0,0,6,9466.14,399967.74,1
2307,TXNA6CC193D15,USR930942,"₹5,963.03",Debit,00:55:05,2024-02-03,New York,Unknown,Travel,Credit,0,0,6,1888.02,-4075.01,1
2308,TXNA976C69945,USR348154,"₹3,100.45",Debit,08:24:51,2023-03-22,Beijing,Tablet,Travel,Debit,1,1,7,3275.02,174.57,1
2309,TXN82653ED505,USR212403,"₹5,322.46",Credit,06:30:50,2023-06-04,New York,Mobile,Travel,Credit,0,0,5,6169.98,11492.44,0
2310,TXNB32BAD56ED,USR109786,"€4,79,574.89",Credit,07:26:08,2023-01-28,Lagos,Desktop,Food,Debit,0,0,8,8329.86,487904.75,1
2311,TXNE9938DA349,USR554366,"$3,15,698.84",Debit,11:42:35,2025-05-17,Lagos,Desktop,Utility,Prepaid,1,1,9,5582.03,-310116.81,1
2312,TXND4BD66363F,USR524434,"₹1,941.06",Debit,04:16:09,2023-02-04,New York,Mobile,Food,Prepaid,0,0,10,3127.85,1186.79,0
2313,TXN8BC86285C1,USR758393,"€9,893.69",Credit,01:48:11,2024-11-01,London,Unknown,Retail,Debit,0,0,8,8556.94,18450.63,1
2314,TXN11C5D42FCB,USR449048,"₹5,707.31",Credit,18:41:53,2023-03-16,Dubai,Unknown,Luxury,Prepaid,1,0,7,1335.55,7042.86,1
2315,TXN1E7023DA90,USR975471,"$2,139.68",Credit,14:09:44,2024-07-26,London,Unknown,Utility,Debit,0,0,4,6484.65,8624.33,1
2316,TXN1EA338245F,USR664337,"$9,844.94",Credit,17:04:49,2025-05-19,Tokyo,Mobile,Utility,Prepaid,0,0,9,5402.17,15247.11,0
2317,TXNCC1A517F66,USR539630,"$1,41,947.44",Debit,10:29:49,2023-09-22,Lagos,Tablet,Retail,Prepaid,0,0,5,3111.82,-138835.62,1
2318,TXN0827C00B7C,USR587857,$757.22,Credit,00:11:36,2025-03-12,Dubai,Desktop,Luxury,Prepaid,1,0,5,7803.8,8561.02,1
2319,TXN69CF84E3AB,USR367422,"₹3,547.97",Debit,19:58:09,2025-07-25,Delhi,Tablet,Utility,Credit,1,0,7,9111.98,5564.01,1
2320,TXN56C743071F,USR397509,"$1,436.82",Credit,04:58:52,2023-03-23,Lagos,Desktop,Food,Debit,0,0,9,9989.95,11426.77,0
2321,TXN43990FAFCC,USR136311,"€6,090.17",Credit,07:54:02,2024-09-16,Lagos,Tablet,Luxury,Prepaid,0,0,8,9057.46,15147.63,0
2322,TXN6985384E6D,USR863860,$453.32,Debit,08:45:29,2023-08-11,London,Mobile,Food,Credit,0,0,10,6053.21,5599.89,0
2323,TXND7DB8883DC,USR990162,"₹9,343.91",Debit,21:22:30,2025-04-21,London,Desktop,Retail,Credit,0,0,10,9285.0,-58.909999999999904,0
2324,TXNB6485B2043,USR177045,"$3,70,507.56",Debit,16:36:10,2025-01-09,Lagos,Desktop,Food,Credit,0,0,5,9294.44,-361213.12,1
2325,TXNC099F552E7,USR405735,"$4,846.21",Debit,16:36:52,2025-07-08,Tokyo,Desktop,Utility,Prepaid,0,0,8,5991.47,1145.26,0
2326,TXN63A393A8AB,USR441663,"$3,274.90",Credit,15:07:48,2024-12-29,New York,Desktop,Travel,Prepaid,0,0,7,7375.31,10650.21,0
2327,TXNFA4AA3EB09,USR801969,€483.13,Credit,02:47:53,2023-05-06,Tokyo,Desktop,Food,Credit,0,0,7,7087.1,7570.23,0
2328,TXN480A98FC70,USR212213,"₹8,412.25",Debit,12:22:05,2024-03-08,Lagos,Mobile,Food,Credit,0,0,8,7437.06,-975.19,0
2329,TXNA8FC99FC46,USR235652,"₹9,150.10",Credit,18:55:59,2023-06-28,Dubai,Tablet,Food,Prepaid,1,0,6,2925.94,12076.04,1
2330,TXNFCAF8F0482,USR689610,"$3,189.00",Debit,20:28:52,2023-02-25,Dubai,Unknown,Retail,Debit,0,0,7,5225.54,2036.54,1
2331,TXN7500E640C0,USR131039,"$2,493.55",Debit,22:23:01,2025-07-21,Tokyo,Mobile,Utility,Debit,0,0,6,6979.18,4485.63,0
2332,TXNCAF4874059,USR506761,"$4,00,539.74",Credit,13:30:30,2023-02-15,Beijing,Mobile,Retail,Credit,0,0,7,6108.32,406648.06,1
2333,TXNBADA6801D1,USR414226,"$3,41,936.24",Credit,07:17:27,2025-07-17,New York,Tablet,Luxury,Credit,0,0,5,4420.47,346356.71,1
2334,TXNF26CC23370,USR527249,"€3,921.54",Debit,19:36:09,2024-01-26,Lagos,Tablet,Luxury,Prepaid,0,0,11,4684.9,763.36,1
2335,TXN2300E5AC25,USR335915,"₹9,444.60",Debit,03:28:37,2024-10-18,Delhi,Desktop,Luxury,Credit,0,1,6,3158.32,-6286.28,1
2336,TXN5EEACBA8A2,USR598561,"€4,104.71",Credit,19:03:28,2023-12-29,Lagos,Mobile,Utility,Prepaid,0,0,5,5556.58,9661.29,0
2337,TXN40E6F387F1,USR371331,"₹4,69,147.61",Debit,02:47:05,2023-04-04,Tokyo,Tablet,Luxury,Prepaid,0,0,7,6444.7,-462702.91,1
2338,TXN7ACAEC2857,USR838033,"₹3,29,229.69",Debit,08:28:01,2023-03-27,Beijing,Tablet,Travel,Prepaid,0,0,4,2813.69,-326416.0,1
2339,TXN59CB8A0A98,USR991854,"$1,696.28",Credit,13:23:03,2025-05-08,London,Mobile,Food,Prepaid,0,0,6,5785.8,7482.08,0
2340,TXN8FFB592CB7,USR355632,"$2,409.67",Debit,04:56:08,2023-07-15,Dubai,Desktop,Luxury,Prepaid,0,1,9,9559.48,7149.81,1
2341,TXNFD24C725F2,USR521618,"€2,04,384.63",Debit,03:54:33,2024-03-14,Lagos,Desktop,Food,Prepaid,0,0,13,825.42,-203559.21,1
2342,TXN512669D216,USR873019,"$3,02,633.30",Credit,21:06:14,2023-09-26,Delhi,Desktop,Luxury,Prepaid,1,0,5,8128.27,310761.57,1
2343,TXN65373B9CF7,USR276061,"₹5,426.95",Debit,10:58:45,2024-12-17,Delhi,Mobile,Food,Credit,0,0,6,8999.52,3572.57,0
2344,TXNF60D576E3C,USR659401,"€3,59,637.83",Credit,09:54:17,2025-02-02,Lagos,Unknown,Travel,Prepaid,1,1,4,4077.2,363715.03,1
2345,TXN4FCC454399,USR332242,"€3,100.23",Debit,15:05:58,2025-03-14,Lagos,Unknown,Travel,Credit,0,0,7,8516.1,5415.87,1
2346,TXNB87499591F,USR499268,"₹9,919.35",Credit,20:30:59,2023-11-24,Delhi,Desktop,Utility,Debit,0,0,13,2675.84,12595.19,1
2347,TXN1003C7945A,USR389045,"€3,71,281.44",Debit,01:42:53,2024-11-29,Beijing,Unknown,Travel,Credit,0,0,9,9187.11,-362094.33,1
2348,TXNA1A8CA4766,USR592210,"$2,966.02",Debit,22:15:04,2025-02-21,Delhi,Mobile,Travel,Prepaid,0,0,7,8052.82,5086.8,0
2349,TXN23BDADA310,USR224010,"₹8,380.94",Credit,23:49:37,2023-09-22,Dubai,Unknown,Utility,Prepaid,0,0,7,3612.68,11993.62,1
2350,TXN1E3A092C49,USR644759,"€7,028.85",Credit,11:14:06,2023-06-03,Lagos,Mobile,Luxury,Debit,1,0,5,876.27,7905.12,1
2351,TXNE25F05F17B,USR823936,"₹2,38,845.14",Debit,21:17:54,2023-08-30,Delhi,Desktop,Utility,Debit,1,0,6,9799.94,-229045.2,1
2352,TXN6EC97D27CA,USR455656,"€1,043.65",Credit,07:08:49,2024-01-05,Lagos,Unknown,Luxury,Prepaid,0,0,6,8524.11,9567.76,1
2353,TXNFB3B981A79,USR849405,"€5,523.85",Credit,13:29:03,2024-04-12,Lagos,Tablet,Luxury,Prepaid,0,0,12,9102.39,14626.24,1
2354,TXN0D10741DE6,USR985311,"₹1,58,043.90",Debit,12:41:44,2024-11-24,New York,Mobile,Retail,Prepaid,0,0,4,6268.74,-151775.16,1
2355,TXN0D98224685,USR515107,"$9,761.83",Debit,10:35:50,2024-08-30,Tokyo,Desktop,Food,Prepaid,0,0,5,8379.96,-1381.87,0
2356,TXN6E02A5EAAB,USR768040,"₹6,045.69",Debit,20:17:57,2023-01-07,Lagos,Tablet,Utility,Debit,1,0,7,2969.11,-3076.58,1
2357,TXNB57FDDE15F,USR508583,₹537.17,Credit,06:35:50,2023-03-04,Beijing,Tablet,Utility,Prepaid,0,0,10,2300.82,2837.99,0
2358,TXN4B039A25CF,USR174006,"$3,634.48",Debit,05:47:45,2023-03-02,Tokyo,Unknown,Luxury,Prepaid,0,0,7,8459.53,4825.05,1
2359,TXN0754C3AB84,USR358770,"₹7,143.35",Credit,09:11:10,2023-03-14,Tokyo,Mobile,Travel,Prepaid,0,0,11,9059.24,16202.59,1
2360,TXN0B5A299067,USR890994,"$2,71,465.96",Credit,00:02:57,2023-08-15,London,Desktop,Utility,Debit,0,0,6,8863.4,280329.36,1
2361,TXND7F3BC704B,USR412426,"$4,495.56",Debit,05:27:23,2025-06-27,London,Mobile,Retail,Prepaid,1,0,8,9592.87,5097.31,1
2362,TXND47732C7E9,USR342995,"€4,10,150.83",Credit,05:38:54,2025-06-01,London,Mobile,Travel,Credit,0,0,8,3120.17,413271.0,1
2363,TXN9A1B0DA352,USR423615,"$1,502.70",Debit,10:00:06,2023-12-24,Dubai,Unknown,Utility,Debit,0,0,6,7100.9,5598.2,1
2364,TXN50B9D868DF,USR624553,"₹1,435.33",Credit,21:06:27,2024-10-21,New York,Mobile,Travel,Prepaid,0,0,4,7181.6,8616.93,0
2365,TXN5535200620,USR255218,"€7,245.26",Debit,01:28:44,2025-05-15,Dubai,Desktop,Utility,Debit,0,0,4,6920.36,-324.900000000001,0
2366,TXND15729AFF3,USR767635,"₹6,697.55",Debit,23:15:56,2025-06-08,London,Unknown,Travel,Credit,0,0,9,5049.3,-1648.25,1
2367,TXNE89F5CB3FD,USR800575,"$2,21,061.36",Credit,13:00:14,2023-07-23,Delhi,Tablet,Travel,Credit,0,0,8,6909.46,227970.82,1
2368,TXN6251830653,USR827903,"₹3,457.78",Credit,22:30:22,2024-06-17,Dubai,Mobile,Luxury,Credit,0,0,11,4071.88,7529.66,1
2369,TXN4551D4A261,USR472843,"₹3,104.63",Debit,08:57:30,2024-07-27,Tokyo,Mobile,Utility,Prepaid,1,1,5,210.79,-2893.84,1
2370,TXN6092368A5E,USR584097,"₹2,858.97",Credit,19:50:44,2023-02-26,Beijing,Unknown,Travel,Debit,1,0,10,960.14,3819.11,1
2371,TXNE25A1C2F8B,USR800684,"₹9,536.52",Debit,14:06:51,2024-06-25,London,Desktop,Travel,Credit,0,0,8,9464.82,-71.7000000000007,0
2372,TXN5F66E1191D,USR918164,"€9,981.53",Debit,12:27:06,2023-03-31,Tokyo,Desktop,Utility,Credit,0,0,6,5960.39,-4021.14,0
2373,TXNFB54052A02,USR273339,"€3,614.35",Debit,21:54:53,2023-07-06,Beijing,Tablet,Travel,Prepaid,0,0,9,9400.42,5786.07,0
2374,TXN1DC291F897,USR835156,"₹8,648.39",Credit,03:39:28,2024-02-29,Lagos,Unknown,Food,Credit,0,0,8,3155.02,11803.41,1
2375,TXNC9CA961A7A,USR745724,"$4,346.62",Debit,07:51:12,2024-04-07,Delhi,Desktop,Travel,Debit,0,0,10,3850.87,-495.75,0
2376,TXNC40DDD6B0F,USR727065,"₹4,23,856.97",Credit,22:55:14,2024-05-17,London,Unknown,Food,Credit,0,0,5,9554.62,433411.59,1
2377,TXNCD5DDC8490,USR511317,"$1,25,097.49",Debit,02:59:44,2025-02-09,Beijing,Tablet,Food,Prepaid,0,0,4,2150.14,-122947.35,1
2378,TXN43068B2DDB,USR676547,"$2,23,552.82",Credit,15:01:35,2024-05-18,London,Unknown,Luxury,Credit,0,0,8,9430.39,232983.21,1
2379,TXND942900C77,USR743963,"$5,569.98",Credit,15:16:08,2023-04-14,Delhi,Unknown,Luxury,Credit,0,0,3,806.26,6376.24,1
2380,TXN0275EAC8F5,USR503050,"€1,78,475.90",Credit,22:42:55,2024-12-02,London,Mobile,Utility,Prepaid,0,0,9,1072.78,179548.68,1
2381,TXND9EC73B01E,USR163900,€427.67,Credit,14:17:53,2023-12-22,Delhi,Tablet,Utility,Credit,0,0,2,8349.99,8777.66,0
2382,TXNAA46B5A32D,USR143614,"$5,301.98",Debit,02:20:09,2024-08-05,Lagos,Tablet,Food,Credit,1,0,8,7929.35,2627.37,1
2383,TXNBB3529058F,USR448526,"$2,715.44",Credit,23:02:48,2023-01-12,New York,Tablet,Luxury,Prepaid,0,0,6,8079.79,10795.23,0
2384,TXNFB37A237CD,USR590836,"€3,628.95",Debit,00:34:17,2023-06-13,Delhi,Unknown,Travel,Debit,0,0,7,9562.54,5933.59,1
2385,TXN604B39DC13,USR748086,"€3,327.38",Credit,20:02:03,2023-05-06,Tokyo,Unknown,Food,Credit,0,0,7,9044.9,12372.28,1
2386,TXNA1DEA0E5EA,USR400832,"$4,53,538.75",Debit,07:28:07,2023-07-29,London,Desktop,Food,Debit,0,0,6,4057.68,-449481.07,1
2387,TXN70EFAE6759,USR838494,"₹8,568.95",Debit,05:24:10,2024-03-10,New York,Tablet,Retail,Prepaid,1,0,3,1730.88,-6838.07,1
2388,TXN6A2F938872,USR431200,"₹8,162.51",Credit,19:15:49,2024-10-15,Lagos,Mobile,Retail,Debit,1,0,10,7163.53,15326.04,1
2389,TXNC345A39BCB,USR366239,"$6,939.34",Credit,01:51:47,2024-06-05,New York,Desktop,Utility,Debit,0,0,8,1357.65,8296.99,0
2390,TXN156ADAB4A0,USR334039,"$3,99,306.27",Credit,07:50:57,2024-12-04,New York,Mobile,Retail,Prepaid,0,0,10,3452.28,402758.55,1
2391,TXN3A51EFE85C,USR801016,"$7,338.79",Credit,20:10:25,2023-07-25,Tokyo,Unknown,Food,Credit,0,0,8,4034.04,11372.83,1
2392,TXND87BD34F08,USR221489,"€2,383.59",Debit,12:34:45,2025-06-07,London,Desktop,Utility,Debit,0,0,9,1257.77,-1125.82,0
2393,TXN82CFDC5D9B,USR310690,"₹2,281.03",Credit,21:02:51,2023-11-12,Tokyo,Tablet,Luxury,Credit,0,0,4,1741.26,4022.29,0
2394,TXNF39BCAD006,USR260991,"₹4,170.96",Debit,02:51:56,2023-08-13,Tokyo,Tablet,Retail,Credit,0,0,3,7938.79,3767.83,0
2395,TXN39C61C5CC6,USR954671,"₹5,960.59",Credit,06:54:33,2024-04-30,New York,Unknown,Retail,Credit,1,0,8,5032.92,10993.51,1
2396,TXN6F794A81B6,USR723388,"₹1,387.93",Debit,03:28:05,2025-05-10,New York,Desktop,Retail,Prepaid,0,0,7,3077.9,1689.97,0
2397,TXNEC77393AAF,USR609832,"₹2,628.91",Credit,05:34:15,2024-04-27,Tokyo,Mobile,Food,Credit,0,0,12,2392.48,5021.39,1
2398,TXN3699225BDB,USR533408,"₹6,280.96",Debit,23:35:52,2024-01-04,Dubai,Mobile,Retail,Credit,0,0,6,3700.31,-2580.65,0
2399,TXN874F30DD62,USR253148,"₹7,486.81",Credit,16:22:26,2024-08-02,Lagos,Desktop,Travel,Credit,0,0,6,5632.95,13119.76,0
2400,TXN8F35CBA18F,USR442492,"$1,122.37",Debit,03:16:33,2023-02-16,Beijing,Tablet,Travel,Credit,0,0,9,3571.57,2449.2,0
2401,TXN1838FB5B43,USR971763,"₹4,618.45",Debit,16:07:00,2025-03-11,Dubai,Unknown,Retail,Prepaid,1,0,5,9715.45,5097.0,1
2402,TXNA767742EEC,USR529000,"€6,630.15",Debit,18:15:33,2023-07-18,New York,Unknown,Luxury,Credit,1,0,3,8269.39,1639.24,1
2403,TXN946260B73A,USR108015,"€3,37,161.14",Debit,12:16:44,2024-10-23,New York,Desktop,Utility,Debit,1,0,11,7345.83,-329815.31,1
2404,TXNFAC1FA5EAD,USR607673,"€9,574.00",Credit,14:02:06,2024-03-28,Delhi,Tablet,Food,Debit,0,0,7,2307.52,11881.52,0
2405,TXNE69E3B0DC2,USR658442,"€1,819.48",Debit,19:00:17,2025-06-07,New York,Tablet,Travel,Prepaid,0,0,5,8316.14,6496.66,0
2406,TXN65D318681E,USR237751,"$5,971.34",Credit,23:48:19,2024-04-23,London,Desktop,Utility,Credit,0,0,6,9413.68,15385.02,0
2407,TXNA9A185C176,USR614543,"€5,545.21",Credit,08:08:46,2025-02-13,London,Unknown,Food,Credit,1,0,4,6794.24,12339.45,1
2408,TXN79E50FF61C,USR579732,"€4,186.06",Credit,04:55:14,2023-08-21,New York,Mobile,Retail,Debit,0,1,5,8895.08,13081.14,1
2409,TXNE2A0A10DA8,USR260757,"₹5,226.80",Debit,12:40:32,2023-12-06,Delhi,Tablet,Utility,Credit,0,0,2,8032.97,2806.17,0
2410,TXNBBDDC717FD,USR962436,"$6,376.50",Credit,23:36:42,2023-01-25,London,Tablet,Utility,Credit,0,0,12,4926.19,11302.69,1
2411,TXN90C223B7CD,USR197574,"$2,24,975.04",Credit,11:49:13,2023-03-01,Lagos,Unknown,Travel,Debit,0,1,7,1712.29,226687.33,1
2412,TXN1D19EB4956,USR455299,"€5,317.80",Debit,01:33:52,2023-04-15,Delhi,Tablet,Travel,Debit,0,0,7,4381.09,-936.71,0
2413,TXNEB87FFCFF5,USR812390,"$9,217.16",Credit,10:06:47,2024-12-07,Tokyo,Tablet,Travel,Credit,0,0,13,2525.4,11742.56,1
2414,TXNA008F04CEA,USR872197,"$8,367.34",Credit,11:09:02,2023-01-27,Tokyo,Tablet,Retail,Prepaid,0,0,5,1271.4,9638.74,0
2415,TXN0C7A29368F,USR349718,"₹1,495.89",Debit,18:13:06,2024-02-10,Lagos,Tablet,Retail,Credit,0,0,5,6524.91,5029.02,0
2416,TXNCF58F23397,USR861643,"$3,64,739.62",Credit,21:24:01,2025-07-07,London,Tablet,Food,Debit,0,0,7,3152.51,367892.13,1
2417,TXN4050F3D16A,USR112635,"€2,12,101.25",Debit,03:27:23,2025-04-05,Dubai,Desktop,Retail,Debit,0,0,8,6100.41,-206000.84,1
2418,TXN4B36951652,USR433331,"₹8,248.07",Debit,13:23:22,2023-02-25,Delhi,Mobile,Utility,Prepaid,0,1,9,3922.72,-4325.35,1
2419,TXN2FCC990C9D,USR316961,"€2,894.93",Credit,07:53:16,2024-05-06,Dubai,Mobile,Travel,Credit,0,0,9,5652.95,8547.88,0
2420,TXN0CF9C5588B,USR123567,$941.94,Credit,22:00:45,2023-11-04,London,Desktop,Utility,Debit,0,0,7,3826.87,4768.81,0
2421,TXN297682C8DC,USR904931,"$8,696.36",Debit,22:38:21,2023-12-26,London,Mobile,Utility,Debit,1,0,8,2550.82,-6145.54,1
2422,TXN77B79BB011,USR168359,"€9,702.10",Debit,17:17:12,2025-03-30,Tokyo,Tablet,Utility,Prepaid,0,0,8,9539.11,-162.99,0
2423,TXNA6FA7F6A23,USR617683,"₹1,28,076.23",Credit,23:11:04,2023-10-04,Tokyo,Desktop,Luxury,Prepaid,0,0,3,1452.24,129528.47,1
2424,TXN046F2839BD,USR926851,"₹7,857.92",Credit,21:09:02,2024-11-05,Tokyo,Mobile,Luxury,Prepaid,1,1,6,3898.95,11756.87,1
2425,TXN2B1D4D588A,USR470273,"€2,88,362.31",Debit,13:18:44,2024-01-09,Dubai,Mobile,Utility,Debit,0,0,6,5164.42,-283197.89,1
2426,TXNA7D86D54B3,USR431909,"₹6,867.65",Debit,20:04:30,2024-01-25,Delhi,Mobile,Utility,Prepaid,0,0,5,532.36,-6335.29,0
2427,TXNA5F48BE953,USR851643,"€2,95,602.20",Debit,18:24:39,2024-11-12,New York,Mobile,Utility,Debit,0,0,5,4752.18,-290850.02,1
2428,TXN7B8B109E88,USR174420,"₹4,21,235.20",Debit,05:07:59,2023-08-10,London,Unknown,Food,Debit,0,0,8,1115.76,-420119.44,1
2429,TXN94DD6163E7,USR132353,$512.07,Debit,17:07:52,2024-01-25,Tokyo,Tablet,Utility,Credit,0,0,12,9963.26,9451.19,1
2430,TXN2CE7AF06AE,USR305777,"$2,365.97",Credit,02:32:01,2024-08-10,London,Tablet,Utility,Prepaid,0,0,10,3564.54,5930.51,0
2431,TXN664DE172CE,USR672492,"€2,007.91",Credit,12:07:52,2024-01-28,Dubai,Desktop,Utility,Prepaid,0,0,10,201.34,2209.25,0
2432,TXN8E048E5E06,USR943876,"₹7,315.59",Debit,02:39:32,2024-05-11,New York,Mobile,Retail,Credit,1,0,6,4480.0,-2835.59,1
2433,TXNE63270A8F3,USR936079,"₹9,251.05",Credit,00:27:09,2025-03-16,Tokyo,Mobile,Food,Credit,0,0,8,8452.29,17703.34,0
2434,TXN99F7090D86,USR997694,"€3,925.68",Credit,17:11:07,2024-01-10,Tokyo,Unknown,Retail,Debit,0,0,4,1132.51,5058.19,1
2435,TXN1DD7C0F414,USR845776,"₹4,563.22",Debit,01:43:31,2023-06-21,Dubai,Unknown,Food,Debit,0,0,9,5164.05,600.83,1
2436,TXNF1412C70E8,USR974524,"₹6,469.36",Debit,06:07:50,2025-04-19,Tokyo,Unknown,Luxury,Debit,1,0,5,7292.75,823.39,1
2437,TXNEADB301C88,USR114565,"₹7,894.09",Credit,14:39:18,2024-12-29,Delhi,Mobile,Travel,Prepaid,0,0,6,8370.94,16265.03,0
2438,TXN35F8A60597,USR253470,"₹9,189.83",Credit,12:39:33,2024-10-24,New York,Tablet,Travel,Debit,0,0,10,6448.57,15638.4,0
2439,TXN50D3150953,USR800896,"€5,785.66",Credit,23:32:43,2023-09-17,Lagos,Unknown,Food,Prepaid,0,0,6,9723.62,15509.28,1
2440,TXN78BE0D76E8,USR463774,"₹7,105.30",Credit,13:12:36,2024-05-20,London,Desktop,Luxury,Debit,0,0,10,8290.09,15395.39,0
2441,TXN04A9036464,USR259485,"€9,511.25",Debit,15:34:12,2023-08-16,Beijing,Desktop,Travel,Debit,0,0,7,829.7,-8681.55,0
2442,TXN1A78C2AF30,USR381030,"$8,558.86",Credit,19:36:13,2023-11-10,London,Desktop,Luxury,Prepaid,0,0,7,9522.2,18081.06,0
2443,TXNB4C786D24C,USR558098,"€3,74,410.75",Debit,19:54:04,2023-04-24,London,Tablet,Luxury,Debit,0,0,10,736.62,-373674.13,1
2444,TXN1B3E028F62,USR937428,"$3,237.94",Debit,22:00:29,2023-05-26,Delhi,Tablet,Retail,Debit,0,1,9,5925.47,2687.53,1
2445,TXN675408935B,USR922022,"€2,023.87",Debit,21:06:05,2023-08-02,Lagos,Unknown,Luxury,Debit,0,1,3,2367.87,344.0,1
2446,TXN6BEF078285,USR433024,"₹7,381.62",Debit,18:13:54,2024-04-29,Delhi,Unknown,Retail,Debit,0,0,9,3265.1,-4116.52,1
2447,TXN7C5844834D,USR325081,"₹9,129.34",Credit,20:56:57,2024-11-09,London,Tablet,Utility,Debit,1,0,6,8077.27,17206.61,1
2448,TXN8080DB5165,USR391225,"₹4,461.97",Debit,19:56:30,2025-02-10,London,Desktop,Utility,Debit,0,0,3,8488.6,4026.63,0
2449,TXN607B82618C,USR453846,"€2,193.41",Credit,05:31:04,2024-07-21,London,Unknown,Travel,Prepaid,0,0,10,7009.71,9203.12,1
2450,TXNB71987BD45,USR801032,"$4,109.12",Debit,15:28:20,2024-11-25,Delhi,Desktop,Food,Credit,0,0,7,9736.14,5627.02,0
2451,TXN06C896CB39,USR887304,"€2,732.11",Credit,06:01:28,2023-06-14,Dubai,Mobile,Travel,Prepaid,1,0,6,4938.74,7670.85,1
2452,TXN49CC4419B6,USR885793,"$8,180.00",Debit,04:53:06,2024-07-21,Tokyo,Tablet,Luxury,Debit,0,0,5,216.39,-7963.61,0
2453,TXN557D774FD3,USR285104,"₹3,736.36",Debit,10:39:12,2025-05-01,Dubai,Unknown,Utility,Credit,0,0,7,6865.33,3128.97,1
2454,TXNB0C7D0E969,USR257548,"€1,296.55",Debit,15:45:03,2023-11-28,London,Desktop,Food,Debit,0,0,8,7928.01,6631.46,0
2455,TXNB9271630E0,USR475274,"€1,162.33",Credit,23:24:05,2024-12-08,Lagos,Tablet,Travel,Debit,0,1,7,6839.47,8001.8,1
2456,TXNA2C5C6B588,USR440737,$772.85,Credit,12:34:36,2024-12-31,London,Tablet,Luxury,Prepaid,1,0,4,3152.32,3925.17,1
2457,TXN0FB39E7EB6,USR669151,"€3,558.94",Debit,18:15:40,2025-04-25,Lagos,Unknown,Travel,Debit,0,0,13,9351.9,5792.96,1
2458,TXN4FC4460D8F,USR582582,"$9,145.70",Debit,02:08:57,2024-08-12,Tokyo,Unknown,Utility,Credit,0,0,9,344.68,-8801.02,1
2459,TXN3040BE533A,USR687080,"€1,432.87",Debit,07:58:49,2024-08-06,Lagos,Mobile,Utility,Credit,0,0,7,3203.88,1771.01,0
2460,TXN9B69D87A3A,USR926310,€577.02,Credit,08:42:30,2025-02-27,Dubai,Tablet,Food,Debit,0,0,10,3228.01,3805.03,0
2461,TXN1BC96E5670,USR848433,"$6,831.38",Credit,14:01:20,2025-01-09,Beijing,Mobile,Food,Prepaid,0,0,11,9191.76,16023.14,1
2462,TXNDC251A52EC,USR336422,"₹3,888.80",Credit,12:25:23,2025-05-06,Lagos,Mobile,Luxury,Prepaid,0,1,9,6514.83,10403.63,1
2463,TXN0E8EE743B4,USR388407,"€3,04,831.40",Debit,02:44:53,2024-01-26,Delhi,Unknown,Travel,Credit,0,0,5,1767.2,-303064.2,1
2464,TXN3AF8478E13,USR711332,"$4,255.56",Credit,02:48:01,2023-02-26,London,Tablet,Retail,Credit,0,0,6,1200.53,5456.09,0
2465,TXNAF5630705B,USR282681,"€6,658.39",Debit,07:25:48,2024-04-06,Lagos,Mobile,Luxury,Debit,0,0,8,4948.13,-1710.26,0
2466,TXN314647301C,USR400286,"₹4,80,522.75",Debit,16:58:44,2024-02-01,New York,Unknown,Travel,Debit,0,0,8,4093.93,-476428.82,1
2467,TXNF07709085B,USR200794,"€4,902.41",Credit,05:08:32,2025-05-29,New York,Unknown,Retail,Debit,0,0,9,4508.34,9410.75,1
2468,TXNBCB1236DED,USR463029,"€8,283.32",Debit,14:30:54,2025-06-04,London,Desktop,Utility,Credit,1,0,8,933.31,-7350.01,1
2469,TXN54CBB223B4,USR415894,₹957.80,Credit,11:58:42,2024-03-03,London,Desktop,Utility,Prepaid,0,0,6,4360.74,5318.54,0
2470,TXN49969E8B80,USR824093,€496.68,Debit,00:11:31,2025-05-09,New York,Unknown,Food,Prepaid,0,1,5,8261.84,7765.16,1
2471,TXNC78F9A19D8,USR841020,"€3,117.93",Credit,13:45:12,2023-08-14,Delhi,Tablet,Travel,Debit,0,1,2,3718.58,6836.51,1
2472,TXNA351913E83,USR508360,"$4,587.99",Debit,04:16:16,2024-02-13,Lagos,Unknown,Utility,Debit,0,0,13,2432.2,-2155.79,1
2473,TXN7185F92180,USR828616,"₹4,06,934.14",Debit,00:16:39,2024-03-26,Lagos,Unknown,Travel,Prepaid,1,0,7,1384.68,-405549.46,1
2474,TXN395A4B862F,USR774750,"€9,220.05",Debit,02:04:54,2024-07-17,London,Tablet,Travel,Credit,0,0,7,6924.93,-2295.12,0
2475,TXNFDE3BD7D16,USR709586,"₹6,386.87",Debit,07:15:26,2023-01-19,Delhi,Desktop,Travel,Credit,0,0,6,1832.07,-4554.8,0
2476,TXNA43AED7DEB,USR839466,€889.08,Credit,07:28:53,2024-03-29,New York,Unknown,Retail,Debit,0,0,8,9095.95,9985.03,1
2477,TXN3EBDBA29F5,USR158670,"$7,534.74",Debit,01:28:32,2024-02-19,London,Unknown,Retail,Debit,0,0,2,1588.59,-5946.15,1
